"route_id","route_id.1","valley.metro.survey.ID","route_type","route_name","total_c","white_c","black_c","asian_c","latino_c","other_c","poc_c","male_c","female_c","pct_white_c","pct_black_c","pct_asian_c","pct_latino_c","pct_other_c","pct_poc_c","totalhhs_c","totalhhs_cv_c","below15k_c","below15k_cv_c","below15k_prop_c","below15k_prop_moe_c","below20k_c","below20k_cv_c","below20k_prop_c","below20k_prop_moe_c","below25k_c","below25k_cv_c","below25k_prop_c","below25k_prop_moe_c","above50k_c","above50k_cv_c","above50k_prop_c","above50k_prop_moe_c","above100k_c","above100k_cv_c","above100k_prop_c","above100k_prop_moe_c","total_r","white_r","black_r","aisan_r","amerindian_r","latino_r","other_r","poc_r","pct_white_r","pct_black_r","pct_asian_r","pct_amerindian_r","pct_latino_r","pct_other_r","pct_poc_r","below15_r","below20_r","below25_r","above50_r","above100_r","below15k_prop_r","below20k_prop_r","below25k_prop_r","above50k_prop_r","above100k_prop_r","white_diff","black_diff","asian_diff","latino_diff","poc_diff","below15k_diff","below25k_diff","above50k_diff","id","ws","OBJECTID","Join_Count","TARGET_FID","id_num","CE01_r","CE02_r","CE03_r","CNS01_r","CNS02_r","CNS03_r","CNS04_r","CNS05_r","CNS06_r","CNS07_r","CNS08_r","CNS09_r","CNS10_r","CNS11_r","CNS12_r","CNS13_r","CNS14_r","CNS15_r","CNS16_r","CNS17_r","CNS18_r","CNS19_r","CNS20_r","CR01_r","CR02_r","CR03_r","CR04_r","CR05_r","CR07_r","CT01_r","CT02_r","CD01_r","CD02_r","CD03_r","CD04_r","CS01_r","CS02_r","CE01_w","CE02_w","CE03_w","CNS01_w","CNS02_w","CNS03_w","CNS04_w","CNS05_w","CNS06_w","CNS07_w","CNS08_w","CNS09_w","CNS10_w","CNS11_w","CNS12_w","CNS13_w","CNS14_w","CNS15_w","CNS16_w","CNS17_w","CNS18_w","CNS19_w","CNS20_w","CR01_w","CR02_w","CR03_w","CR04_w","CR05_w","CR07_w","CT01_w","CT02_w","CD01_w","CD02_w","CD03_w","CD04_w","CS01_w","CS02_w","Shape_Length","Shape_Area","wtdinc","mode_collapse","mode_collapse_f","midinc_c","totrid100","totjobs","cd01_1000","hiwagejobs","lowagejobs","hiwageshare","lowageshare","resdens","jobdens","lwjobdens","midinc_r","pct_midinc_c","midinc_prop_r","hdwy","trips"
"05192014download:81",81,"B_GRAND","Local","Grand Avenue Limited",8587,3206,1097,100,3722,462,5381,5591,2996,0.373,0.128,0.012,0.433,0.054,0.627,2073,0.006,497.611,0.188,0.24,0.074,682.544,0.159,0.329,0.086,819.076,0.147,0.395,0.096,684.798,0.143,0.33,0.078,220.977,0.244,0.107,0.043,124,79,14,0,0,28,3,45,0.635530547,0.114951768,0,0,0.227009646,0.022508039,0.364469453,22.64,28.24,33.96,59.46,5.72,0.181993569,0.227009646,0.272990354,0.477974277,0.045980707,-0.262,0.013,0.012,0.206,0.031,0.058,0.122,-0.148,81,68.4347826086957,81,246,81,81,637,902,615,8,4,15,102,115,88,219,71,34,141,55,112,29,262,151,249,50,224,104,121,1745,217,90,61,8,33,1426,728,278,440,537,353,1298,856,7432,24955,36781,7,1270,1038,808,635,702,825,41,2577,6130,887,2979,203,1154,653,823,3294,3562,2166,39414,59944,4634,1367,2020,138,1065,52277,16891,5295,13001,22021,17703,36485,32683,19951.2920591649,5713042.89010464,34541.0429533283,1,1,569.126,0.124,69.168,5.295,11.889,11.001,0.171885843164469,0.159047536433033,15030.5190511929,121.07033209886,19.2559380554528,36.3,0.274542209358418,0.292741935483871,60,2
"05192014download:103",103,"B_0","Local","Central",34830,14403,2563,536,16156,1172,20427,18513,16317,0.414,0.074,0.015,0.464,0.034,0.586,13367,0.002,2746.922,0.079,0.206,0.027,3633.15,0.068,0.272,0.03,4461.114,0.062,0.334,0.034,5994.045,0.051,0.448,0.037,2635.453,0.075,0.197,0.024,5362,1646,1136,45,170,2317,46,3715,0.307066246,0.211892271,0.008470767,0.031738335,0.432197495,0.008634886,0.692933754,2453.391594,2840.700855,3332.233739,526.9795554,41.99812717,0.457551584,0.529783822,0.621453513,0.098280409,0.007832549,0.106,-0.138,0.007,0.032,0.025,-0.252,-0.288,0.35,103,59.3507462686567,102,605,102,103,3076,4943,4662,55,16,110,530,722,544,1211,412,254,823,325,758,174,1362,1138,1679,246,1145,424,753,10720,1006,331,377,27,220,8442,4239,1546,2242,3139,2593,6776,5905,14226,34474,49512,13,1287,969,1235,1112,1378,2369,148,5097,10819,2973,9027,311,8417,3808,17631,3271,4907,3763,19677,83924,7296,1994,3152,172,1674,75612,22600,7549,16713,28310,26961,45878,52334,55143.2051794962,20793586.4213828,49188.8384073664,1,1,2911.841,5.362,98.212,7.549,25.254,22.727,0.257137620657353,0.231407567303385,16750.3571986904,47.2318714096405,10.9298124620912,1994.3195896,0.21783803396424,0.371935768295412,21.5625,53
"05192014download:72",72,"B_ALEX","Neighborhood","Phoenix ALEX - Ahwautukee Circulator",33843,23191,2179,2011,4875,1588,10652,16448,17395,0.685,0.064,0.059,0.144,0.047,0.315,14236,0.002,810.558,0.164,0.057,0.015,1154.394,0.134,0.081,0.018,1582.492,0.112,0.111,0.021,9558.198,0.041,0.671,0.046,4413.603,0.058,0.31,0.029,545,289,122,22,33,56,22,256,0.530634714,0.224489421,0.040809586,0.061214379,0.102042314,0.040809586,0.469365286,44.48979592,77.85714286,88.97959184,255.8163265,66.73469388,0.081632653,0.142857143,0.163265306,0.469387755,0.12244898,0.155,-0.16,0.019,0.042,0.006,-0.025,-0.052,0.202,72,38.554347826087,72,418,72,72,3288,5146,8527,49,20,136,619,1509,941,1662,749,388,1201,371,1141,282,1446,1723,1907,298,1378,476,665,14405,1065,320,914,32,225,14617,2344,1253,3081,4396,4552,8531,8430,4492,4273,2302,62,0,0,154,26,317,2149,65,149,468,180,702,351,224,168,2762,237,2459,532,62,9791,510,200,354,24,188,8661,2406,982,1658,2274,1839,4446,6621,60514.4760543142,19599673.6509571,82447.9837741161,1,1,3095.31,0.545,11.067,0.982,1.67,5.601,0.150899069305141,0.5060992138791,17267.1242402791,5.64652258863482,2.85770064325866,211.32653064,0.217428350660298,0.387755102091743,60.0375,10
"05192014download:76",76,"B_DASH","Neighborhood","Downtown Area Shuttle (Government Loop)",5828,2377,937,77,2077,360,3451,4232,1596,0.408,0.161,0.013,0.356,0.062,0.592,991,0.009,351.584,0.215,0.355,0.125,458.123,0.184,0.462,0.14,530.479,0.174,0.536,0.153,264.875,0.226,0.267,0.099,81.86,0.373,0.083,0.051,1945,990,601,53,88,212,0,955,0.509095209,0.309093153,0.027270203,0.045450339,0.109091096,0,0.490904791,1060.909091,1184.681818,1343.818182,282.9090909,17.68181818,0.545454545,0.609090909,0.690909091,0.145454545,0.009090909,-0.101,-0.148,-0.014,0.247,0.062,-0.191,-0.155,0.122,76,74.9411764705882,76,157,76,76,466,531,404,2,1,8,57,55,48,143,44,24,87,33,83,25,200,104,147,36,155,80,69,1093,189,57,37,5,20,1034,367,162,287,355,229,894,507,6144,22542,32599,5,1269,958,747,557,416,245,21,589,6063,855,2892,129,634,400,773,2738,2941,2002,37051,52833,4314,1235,1828,124,951,46197,15088,4541,11495,19696,15814,31627,29658,8399.75736709989,3247172.63713196,31601.492670264,1,1,195.646,1.945,61.285,4.541,9.673,8.56,0.157836338418863,0.139675287590764,17947.9216268204,188.733420881895,26.3613948396675,477.4090911,0.197422805247225,0.245454545552699,7.2,118
"05192014download:77",77,"B_ORB_EAR","Neighborhood","Orbit Earth",9829,6345,296,365,2346,478,3484,5208,4621,0.645,0.03,0.037,0.239,0.049,0.355,3959,0.004,779.251,0.142,0.197,0.046,896.539,0.131,0.226,0.049,1111.032,0.118,0.281,0.054,1624.096,0.104,0.41,0.07,333.676,0.245,0.084,0.034,1608,999,102,85,17,372,34,609,0.621062582,0.063154163,0.052631579,0.010522584,0.231577704,0.021051388,0.378937418,507.7894737,626.2736842,914.0210526,304.6736842,50.77894737,0.315789474,0.389473684,0.568421053,0.189473684,0.031578947,0.024,-0.033,-0.015,0.007,0.028,-0.119,-0.288,0.221,77,58.9666666666667,77,135,77,77,1158,1919,1550,18,8,34,198,255,199,575,137,96,325,105,294,48,449,360,486,125,603,164,148,4097,157,116,175,14,68,3604,1023,406,786,998,809,2468,2159,3353,3982,3794,2,0,1,39,15,214,915,440,277,2521,280,479,705,731,102,233,155,2689,410,921,9801,595,173,331,23,206,8840,2289,830,1713,2495,2271,5900,5229,21653.7745663497,6127682.93795187,53045.6901676652,1,1,1223.872,1.608,11.129,0.83,3.982,4.9,0.357803935663582,0.440291131278641,16040.3207860576,18.1618404749247,7.99649728880683,677.0526316,0.309136650669361,0.42105263159204,19.45,52.5
"05192014download:78",78,"B_FLASH","Neighborhood","FLASH McAllister",9311,6395,416,671,1369,459,2916,4727,4583,0.687,0.045,0.072,0.147,0.049,0.313,721,0.012,251.402,0.253,0.349,0.145,327.035,0.225,0.454,0.168,358.759,0.217,0.498,0.177,180.392,0.333,0.25,0.137,67.585,0.426,0.094,0.066,2364,1509,109,200,91,418,36,855,0.638468339,0.046151178,0.084616133,0.038460725,0.176922719,0.015380906,0.361531661,745.5692308,872.8615385,1000.153846,872.8615385,381.8769231,0.315384615,0.369230769,0.423076923,0.369230769,0.161538462,0.048,-0.001,-0.013,-0.03,0.034,0.033,0.074,-0.119,78,65.3636363636364,78,34,78,78,972,1126,995,27,5,21,116,158,125,488,86,58,149,59,188,35,271,345,326,60,401,95,80,2577,187,70,193,5,61,2502,591,284,473,662,577,1734,1359,946,407,271,0,0,0,0,32,2,20,0,30,41,18,9,1,39,13,256,8,961,185,9,1343,154,45,49,1,32,1123,501,211,272,321,227,726,898,6495.17041107532,2025969.06057895,20817.2791085585,1,1,181.849,2.364,1.624,0.211,0.081,1.213,0.0498768472906404,0.74692118226601,45958.2536632581,8.01591708185276,5.98725826372377,618.276923,0.252217753120666,0.261538461505922,30,32.5
"05192014download:79",79,"B_FLASH","Neighborhood","FLASH Back",10115,6898,521,679,1494,523,3217,5283,4832,0.682,0.052,0.067,0.148,0.052,0.318,839,0.011,248.352,0.254,0.296,0.124,317.455,0.228,0.378,0.142,382.502,0.213,0.456,0.159,275.026,0.235,0.328,0.127,111.378,0.38,0.133,0.083,2364,1509,109,200,91,418,36,855,0.638468339,0.046151178,0.084616133,0.038460725,0.176922719,0.015380906,0.361531661,745.5692308,872.8615385,1000.153846,872.8615385,381.8769231,0.315384615,0.369230769,0.423076923,0.369230769,0.161538462,0.043,0.005,-0.017,-0.029,0.036,-0.019,0.033,-0.041,79,72.5714285714286,79,74,79,79,819,941,927,23,4,17,87,132,109,426,73,54,129,50,168,26,232,325,280,53,346,84,69,2324,151,43,117,5,47,2268,419,216,411,597,522,1504,1183,2429,2163,2007,0,0,1,2,73,71,302,2,25,2385,25,151,4,105,41,256,10,2474,294,378,5661,473,124,210,9,122,5021,1578,503,919,1313,1173,3101,3498,7136.95132143118,2957589.12836384,33603.6357704195,1,1,181.472,2.364,6.599,0.503,2.565,3.185,0.3886952568571,0.482648886194878,34200.1527629218,22.3120917530915,10.7689062333076,618.276923,0.216295589988081,0.261538461505922,5.1,134
"05192014download:80",80,"B_FLASH","Neighborhood","FLASH Forward",10281,7058,520,671,1506,525,3223,5347,4934,0.687,0.051,0.065,0.147,0.051,0.313,867,0.011,254.231,0.251,0.293,0.121,324.859,0.225,0.375,0.138,392.514,0.21,0.453,0.156,289.222,0.228,0.334,0.125,119.819,0.365,0.138,0.083,2364,1509,109,200,91,418,36,855,0.638468339,0.046151178,0.084616133,0.038460725,0.176922719,0.015380906,0.361531661,745.5692308,872.8615385,1000.153846,872.8615385,381.8769231,0.315384615,0.369230769,0.423076923,0.369230769,0.161538462,0.048,0.004,-0.019,-0.03,0.036,-0.022,0.03,-0.036,80,72.6842105263158,80,75,80,80,831,948,934,23,4,17,88,133,109,426,75,54,129,52,172,26,236,328,281,53,351,85,71,2342,153,44,122,5,47,2288,425,219,417,602,525,1514,1199,2429,2163,2007,0,0,1,2,73,71,302,2,25,2385,25,151,4,105,41,256,10,2474,294,378,5661,473,124,210,9,122,5021,1578,503,919,1313,1173,3101,3498,7136.40475103376,2987717.27138765,33106.2917605118,1,1,185.264,2.364,6.599,0.503,2.565,3.185,0.3886952568571,0.482648886194878,34410.8865268398,22.0870966044758,10.6603125754289,618.276923,0.213683967704729,0.261538461505922,5.65,179
"05192014download:82",82,"B_GUS","Neighborhood","Glendale Urban Shuttle",10612,2573,708,297,6737,297,8038,5283,5329,0.243,0.067,0.028,0.635,0.028,0.757,3282,0.005,638.539,0.166,0.195,0.053,1006.917,0.134,0.307,0.068,1231.104,0.121,0.375,0.075,1018.727,0.14,0.31,0.071,180.279,0.315,0.055,0.028,364,175,40,0,0,148,0,189,0.481482499,0.111105006,0,0,0.407412495,0,0.518517501,215.7037037,229.1851852,269.6296296,26.96296296,13.48148148,0.592592593,0.62962963,0.740740741,0.074074074,0.037037037,-0.239,-0.044,0.028,0.227,0.028,-0.398,-0.366,0.236,82,72.8,82,170,82,82,899,1572,735,33,6,16,227,227,145,445,122,53,132,60,128,38,320,227,437,45,287,104,154,2582,335,84,151,2,52,1853,1353,514,658,717,473,1692,1514,1745,2470,2241,0,1,4,275,89,431,1451,29,31,194,52,142,91,663,293,193,218,527,202,1570,5676,317,132,194,14,123,4477,1979,803,1212,1731,1157,3681,2775,15536.6014773108,4733184.14166813,27890.1402389889,1,1,1032.169,0.364,6.456,0.803,0.458,3.061,0.0709417596034696,0.474132589838909,22420.4249874377,13.6398665396624,6.46710524750724,107.85185184,0.314493906154784,0.296296296263736,30,44
"05192014download:83",83,"B_GUS","Neighborhood","Glendale Urban Shuttle",10579,2605,669,290,6720,294,7974,5266,5313,0.246,0.063,0.027,0.635,0.028,0.754,3294,0.005,639.771,0.167,0.194,0.053,1002.755,0.135,0.304,0.068,1238.148,0.122,0.376,0.075,1011.026,0.141,0.307,0.071,178.3,0.318,0.054,0.028,364,175,40,0,0,148,0,189,0.481482499,0.111105006,0,0,0.407412495,0,0.518517501,215.7037037,229.1851852,269.6296296,26.96296296,13.48148148,0.592592593,0.62962963,0.740740741,0.074074074,0.037037037,-0.235,-0.048,0.027,0.228,0.028,-0.398,-0.365,0.233,83,72.84,83,177,83,83,853,1523,711,30,6,16,224,219,143,431,114,48,132,55,120,39,302,219,424,45,277,97,146,2559,284,82,109,3,50,1765,1322,491,642,708,442,1633,1454,2210,3090,3133,2,1,4,401,92,433,1502,29,34,201,53,156,91,670,2039,195,219,531,203,1577,7444,433,164,224,19,149,5858,2575,1028,1542,2226,1564,4266,4167,13958.2659281773,4869112.85886059,27957.5588666791,1,1,1044.826,0.364,8.433,1.028,0.482,3.125,0.0571564093442429,0.370568006640579,21726.7504505442,17.319376741605,6.41800691539377,107.85185184,0.31719064966606,0.296296296263736,30,35
"05192014download:84",84,"B_GUS","Neighborhood","Glendale Urban Shuttle",14162,7856,1095,766,3839,606,6306,6688,7474,0.555,0.077,0.054,0.271,0.043,0.445,5682,0.004,903.142,0.15,0.159,0.039,1354.419,0.124,0.238,0.049,1611.339,0.112,0.284,0.052,2442.764,0.092,0.43,0.065,728.828,0.171,0.128,0.036,364,175,40,0,0,148,0,189,0.481482499,0.111105006,0,0,0.407412495,0,0.518517501,215.7037037,229.1851852,269.6296296,26.96296296,13.48148148,0.592592593,0.62962963,0.740740741,0.074074074,0.037037037,0.073,-0.034,0.054,-0.136,0.043,-0.434,-0.457,0.356,84,48.85,84,171,84,84,1570,2510,1953,38,7,50,277,373,281,761,179,110,352,143,330,84,530,527,854,104,555,177,301,5010,455,122,344,11,91,4678,1355,610,1134,1479,1219,2934,3099,1171,1912,802,0,0,0,52,8,374,1505,26,108,77,20,36,1,71,1,1145,2,439,11,9,3245,359,82,122,11,66,2807,1078,484,815,908,545,1855,2030,19391.6558906637,6285207.82087664,38120.5776579535,1,1,1627.897,0.364,3.885,0.484,0.222,2.028,0.0571428571428571,0.522007722007722,22532.2700594882,6.18117986026774,3.22662361817837,107.85185184,0.286500703977473,0.296296296263736,60,18
"05192014download:88",88,"B_ORB_JUP","Neighborhood","Orbit Jupiter",7998,5531,439,333,1238,457,2467,4253,3745,0.692,0.055,0.042,0.155,0.057,0.308,2802,0.006,422.554,0.203,0.151,0.05,525.477,0.188,0.188,0.058,722.855,0.171,0.258,0.073,1555.498,0.108,0.555,0.098,549.052,0.169,0.196,0.054,1734,1156,231,50,17,281,0,578,0.666672434,0.133329873,0.028570275,0.009521503,0.161905915,0,0.333327566,594.5142857,743.1428571,842.2285714,412.8571429,82.57142857,0.342857143,0.428571429,0.485714286,0.238095238,0.047619048,0.025,-0.078,0.013,-0.007,0.057,-0.192,-0.228,0.317,88,77.8787878787879,88,135,88,88,623,980,1004,5,2,26,90,175,108,244,68,47,155,68,158,29,283,385,261,58,278,71,96,2200,143,73,133,5,53,2158,449,200,419,593,567,1448,1159,5479,5445,5629,5,0,30,231,65,150,1293,143,362,2553,378,1355,28,1416,2358,473,460,3786,437,1030,14446,953,372,483,23,276,12735,3818,1300,2642,3702,3356,7932,8621,14692.2412580929,4438267.181864,59188.1182413099,1,1,523.647,1.734,16.553,1.3,4.298,7.392,0.259650818582734,0.446565577236755,18020.5464706633,37.2960872379207,16.6551487260744,578,0.18688329764454,0.333333333333333,18.75,51.875
"05192014download:91",91,"B_ORB_MAR","Neighborhood","Orbit Mars",19976,12623,1013,1845,3407,1088,7352,10567,9409,0.632,0.051,0.092,0.171,0.054,0.368,5602,0.004,1299.672,0.114,0.232,0.043,1791.332,0.1,0.32,0.052,2056.449,0.092,0.367,0.056,2004.419,0.095,0.358,0.056,637.536,0.147,0.114,0.027,2061,890,328,211,187,445,0,1171,0.431820939,0.159090137,0.102272231,0.09090865,0.215908043,0,0.568179061,866.5568182,1030.5,1217.863636,304.4659091,93.68181818,0.420454545,0.5,0.590909091,0.147727273,0.045454545,0.2,-0.108,-0.01,-0.045,0.054,-0.188,-0.224,0.21,91,64.9259259259259,91,145,91,91,1779,2522,2100,36,8,39,233,400,275,829,187,113,353,132,363,77,630,760,671,127,795,191,182,5247,427,186,414,13,114,5158,1243,549,987,1334,1240,3574,2827,3050,3368,2700,4,3,1,209,347,138,884,2,36,300,280,465,61,524,101,2181,49,2322,335,876,7865,484,251,353,11,154,6980,2138,786,1528,2075,1609,4511,4607,19017.5707871934,5726898.67312676,37768.6557889599,1,1,1541.132,2.061,9.118,0.786,0.862,4.114,0.0945382759377056,0.451195437595964,34881.0082737042,15.9213573007426,7.18364377443027,726.0340909,0.275103891467333,0.352272727268316,18.75,52.125
"05192014download:92",92,"B_MARY","Neighborhood","Maryvale Area Route for You",70544,9014,3244,705,56127,1454,61530,35439,35105,0.128,0.046,0.01,0.796,0.021,0.872,17932,0.002,2826.669,0.086,0.158,0.022,4316.943,0.068,0.241,0.027,5684.786,0.058,0.317,0.03,5854.504,0.055,0.326,0.029,1046.466,0.135,0.058,0.013,1281,225,294,0,0,762,0,1056,0.175676625,0.229728569,0,0,0.594594806,0,0.824323375,467.3918919,675.1216216,891.5067568,129.8310811,25.96621622,0.364864865,0.527027027,0.695945946,0.101351351,0.02027027,-0.048,-0.184,0.01,0.201,0.021,-0.207,-0.379,0.225,92,46.4015151515151,92,727,92,92,5199,10098,3274,145,25,76,1376,1894,957,2143,976,185,793,304,565,155,2175,1377,2016,271,1779,527,832,15972,1334,509,451,49,256,7020,11551,3949,3510,3695,2150,9788,8783,5017,5380,3585,1,0,0,56,35,136,3856,77,49,487,72,533,7,1335,2959,2534,78,1636,92,39,12032,786,399,522,25,218,8225,5757,2174,2330,2942,2153,5466,8516,62398.1657788254,23403661.5496982,34169.6974069801,1,1,6392.71,1.281,13.982,2.174,1.076,6.997,0.0769560863967959,0.500429123158346,30142.291987174,5.97427884107318,2.98970312194172,476.0472973,0.356497323221057,0.371621621623731,32.475,25.5
"05192014download:93",93,"B_ORB_MER","Neighborhood","Orbit Mercury",15761,7428,1020,1645,4713,955,8333,9046,6715,0.471,0.065,0.104,0.299,0.061,0.529,5354,0.004,1654.351,0.108,0.309,0.055,2285.936,0.095,0.427,0.067,2566.049,0.089,0.479,0.07,1310.116,0.134,0.245,0.054,312.155,0.284,0.058,0.027,2616,1181,370,278,69,671,46,1435,0.451329903,0.141591297,0.106193472,0.026548368,0.256638048,0.017698912,0.548670097,1319.575221,1527.929204,1713.132743,416.7079646,115.7522124,0.504424779,0.584070796,0.654867257,0.159292035,0.044247788,0.02,-0.077,-0.002,0.042,0.043,-0.195,-0.176,0.085,93,74.3181818181818,93,161,93,93,1373,2044,1199,16,7,22,172,302,168,551,139,73,256,104,252,68,513,487,456,114,617,177,122,3664,381,186,285,16,84,3317,1299,510,690,881,715,2637,1979,5989,7887,10624,0,0,1,89,114,359,999,19,302,2419,364,660,93,786,13107,530,70,3208,393,987,21188,1118,474,1253,40,427,20337,4163,1371,3490,5572,7894,12050,12450,17048.5787043351,4650177.68769998,37584.992888743,1,1,1477.835,2.616,24.5,1.371,3.474,5.456,0.141795918367347,0.22269387755102,33893.3285101962,52.6861587779841,11.732884991538,671.3628314,0.27602446768771,0.256637167966361,16.725,63.5
"05192014download:95",95,"B_76","Neighborhood","Scottsdale Miller Road Trolley",24520,17887,563,584,4449,1038,6633,11879,12641,0.73,0.023,0.024,0.181,0.042,0.27,12290,0.003,1406.584,0.109,0.114,0.02,2093.249,0.091,0.17,0.025,2868.237,0.079,0.233,0.03,5643.991,0.058,0.459,0.044,1763.603,0.105,0.143,0.025,999,424,90,30,90,274,90,575,0.424270329,0.090323097,0.030107699,0.090323097,0.27465268,0.090323097,0.575729671,60.16,60.16,301.72,150.4,0,0.060215398,0.060215398,0.301997838,0.150538495,0,0.305,-0.067,-0.006,-0.093,-0.048,0.054,-0.069,0.309,95,55.0769230769231,94,394,94,95,3581,5263,5578,76,33,72,475,628,628,1821,384,297,1051,363,991,189,1381,1112,1747,420,1840,457,457,12844,503,336,483,22,234,12121,2301,1147,2423,3395,3008,7358,7064,4210,6518,8261,2,1,5,212,84,357,1708,82,424,2044,171,842,374,1005,140,6108,1092,2693,481,1164,16955,790,330,605,25,284,15660,3329,1426,3365,4886,4804,8376,10613,34345.7028158924,12426719.0340364,50793.3652064079,1,1,3777.772,0.999,18.989,1.426,3.684,6.979,0.194007056717047,0.367528569171626,19731.6765051503,15.2807832445473,5.61612440169021,788.44,0.307385842148088,0.789229229229229,45,24.5
"05192014download:96",96,"B_BUZZ","Neighborhood","Downtown BUZZ",13756,7365,820,143,4500,928,6391,6598,7158,0.535,0.06,0.01,0.327,0.067,0.465,5676,0.004,1004.167,0.135,0.177,0.039,1492.296,0.113,0.263,0.049,2017.04,0.1,0.355,0.059,1863.515,0.099,0.328,0.053,469.173,0.213,0.083,0.029,872,498,224,0,25,125,0,374,0.571435125,0.257138925,0,0.028567169,0.142858781,0,0.428564875,199.3142857,298.9714286,448.4571429,49.82857143,0,0.228571429,0.342857143,0.514285714,0.057142857,0,-0.036,-0.198,0.01,0.184,0.067,-0.052,-0.159,0.271,96,52.5161290322581,95,192,95,96,1288,1986,1197,7,9,24,249,287,160,527,138,77,238,117,210,60,462,444,598,122,459,138,145,3878,279,162,80,9,63,3396,1075,476,848,1081,818,2286,2185,1092,1677,3356,9,4,361,353,38,35,260,15,255,57,227,441,6,238,117,1252,659,355,172,1271,5606,218,78,131,11,81,4894,1231,417,1175,1836,1672,3272,2853,16768.3308281683,6225120.9993758,36115.0643648424,1,1,1795.445,0.872,6.125,0.417,0.759,1.684,0.123918367346939,0.274938775510204,22097.5624431707,9.8391661794432,2.70516830141753,523.19999997,0.316322233967583,0.599999999965596,20.4666666666667,48.6666666666667
"05192014download:97",97,"B_SCOTT_DT","Neighborhood","Scottsdale Downtown Trolley",1598,1345,36,60,112,46,253,905,693,0.841,0.023,0.037,0.07,0.029,0.159,965,0.009,158.725,0.347,0.164,0.094,225.843,0.278,0.234,0.107,266.296,0.254,0.276,0.115,486.623,0.17,0.504,0.141,245.443,0.245,0.254,0.102,352,245,0,0,0,61,46,107,0.695664526,0,0,0,0.173901926,0.130433547,0.304335474,107.1304348,122.4347826,122.4347826,122.4347826,0,0.304347826,0.347826087,0.347826087,0.347826087,0,0.146,0.023,0.037,-0.104,-0.102,-0.14,-0.072,0.156,97,82.7777777777778,96,82,96,97,229,311,516,10,4,7,31,45,56,118,35,30,96,25,98,18,107,69,106,27,119,27,28,905,34,18,73,0,26,946,110,75,163,229,221,580,476,5886,6473,5433,0,0,16,141,123,866,5113,86,449,2069,288,1185,96,913,243,936,233,4707,263,65,15681,791,379,597,22,322,14292,3500,1337,2777,3604,3490,7816,9976,5711.25012095857,1996223.6744563,68095.8555217731,1,1,212.081,0.352,17.792,1.337,3.799,11.229,0.213522931654676,0.631126348920863,8005.11496005195,89.1282887166735,56.2512114433187,107.1304348,0.219773056994819,0.304347826136364,15,31
"05192014download:99",99,"B_SCOTT_NEIGH","Neighborhood","Scottsdale Neighborhood Trolley",18467,11771,609,456,4781,849,6696,9056,9411,0.637,0.033,0.025,0.259,0.046,0.363,8721,0.003,1131.11,0.132,0.13,0.028,1839.337,0.105,0.211,0.037,2449.152,0.092,0.281,0.042,3566.957,0.078,0.409,0.052,1153.306,0.139,0.132,0.03,1834,939,179,0,112,447,157,895,0.512200309,0.097558848,0,0.060971554,0.243902572,0.085366718,0.487799691,559.1463415,670.9756098,1073.560976,201.2926829,44.73170732,0.304878049,0.365853659,0.585365854,0.109756098,0.024390244,0.125,-0.065,0.025,0.015,-0.039,-0.175,-0.305,0.299,99,58.2954545454545,98,257,98,99,2040,3536,3091,22,13,43,315,441,346,1005,213,173,648,224,560,130,883,693,1066,276,1105,241,270,7612,373,212,302,16,152,7089,1578,794,1457,1941,1692,4434,4233,2999,5303,6254,0,1,5,263,103,171,1491,41,422,224,223,310,39,451,94,6194,965,2156,266,1137,13038,559,264,470,24,201,12028,2528,1048,2450,3707,3549,6148,8408,25492.5261767106,7982636.0532629,44767.9156806471,1,1,2704.891,1.834,14.556,1.048,0.995,5.329,0.0683566913987359,0.36610332508931,23133.9621107386,18.2345780302113,6.67573964846083,961.7317073,0.310158353399839,0.52439024389313,20.0375,43.125
"05192014download:101",101,"B_SMART","Neighborhood","Sunnyslope Multi Access Residential Transit",18656,6616,909,277,10088,766,12040,9722,8934,0.355,0.049,0.015,0.541,0.041,0.645,6475,0.004,1362.971,0.121,0.211,0.042,1911.136,0.1,0.295,0.048,2472.227,0.09,0.382,0.056,1929.324,0.098,0.298,0.048,391.876,0.205,0.061,0.02,884,386,121,8,32,329,8,498,0.436372275,0.136362094,0.009084019,0.0363587,0.372738894,0.009084019,0.563627725,490.2181818,570.5818182,626.8363636,144.6545455,16.07272727,0.554545455,0.645454545,0.709090909,0.163636364,0.018181818,-0.082,-0.088,0.006,0.168,0.032,-0.344,-0.327,0.134,101,68.2391304347826,100,230,100,101,1807,2996,1609,58,8,42,341,320,255,673,209,118,329,148,354,62,750,458,985,113,750,194,245,5417,488,235,157,15,100,4069,2343,876,1244,1466,1144,3342,3070,1779,2982,2817,5,0,0,606,33,163,278,13,21,231,38,298,35,315,30,4306,3,998,180,25,6475,433,179,350,26,115,5857,1721,693,1346,2112,1760,2827,4751,16135.120569856,6561573.6919659,31992.6580870454,1,1,2073.449,0.884,7.578,0.693,0.585,1.774,0.0771971496437055,0.234098706782792,28432.2037300941,11.5490587407082,2.7036197157583,168.7636363,0.320223783783784,0.190909090837104,35,18.25
