"route_id","route_id.1","valley.metro.survey.ID","route_type","route_name","total_c","white_c","black_c","asian_c","latino_c","other_c","poc_c","male_c","female_c","pct_white_c","pct_black_c","pct_asian_c","pct_latino_c","pct_other_c","pct_poc_c","totalhhs_c","totalhhs_cv_c","below15k_c","below15k_cv_c","below15k_prop_c","below15k_prop_moe_c","below20k_c","below20k_cv_c","below20k_prop_c","below20k_prop_moe_c","below25k_c","below25k_cv_c","below25k_prop_c","below25k_prop_moe_c","above50k_c","above50k_cv_c","above50k_prop_c","above50k_prop_moe_c","above100k_c","above100k_cv_c","above100k_prop_c","above100k_prop_moe_c","total_r","white_r","black_r","aisan_r","amerindian_r","latino_r","other_r","poc_r","pct_white_r","pct_black_r","pct_asian_r","pct_amerindian_r","pct_latino_r","pct_other_r","pct_poc_r","below15_r","below20_r","below25_r","above50_r","above100_r","below15k_prop_r","below20k_prop_r","below25k_prop_r","above50k_prop_r","above100k_prop_r","white_diff","black_diff","asian_diff","latino_diff","poc_diff","below15k_diff","below25k_diff","above50k_diff","id","ws","OBJECTID","Join_Count","TARGET_FID","id_num","CE01_r","CE02_r","CE03_r","CNS01_r","CNS02_r","CNS03_r","CNS04_r","CNS05_r","CNS06_r","CNS07_r","CNS08_r","CNS09_r","CNS10_r","CNS11_r","CNS12_r","CNS13_r","CNS14_r","CNS15_r","CNS16_r","CNS17_r","CNS18_r","CNS19_r","CNS20_r","CR01_r","CR02_r","CR03_r","CR04_r","CR05_r","CR07_r","CT01_r","CT02_r","CD01_r","CD02_r","CD03_r","CD04_r","CS01_r","CS02_r","CE01_w","CE02_w","CE03_w","CNS01_w","CNS02_w","CNS03_w","CNS04_w","CNS05_w","CNS06_w","CNS07_w","CNS08_w","CNS09_w","CNS10_w","CNS11_w","CNS12_w","CNS13_w","CNS14_w","CNS15_w","CNS16_w","CNS17_w","CNS18_w","CNS19_w","CNS20_w","CR01_w","CR02_w","CR03_w","CR04_w","CR05_w","CR07_w","CT01_w","CT02_w","CD01_w","CD02_w","CD03_w","CD04_w","CS01_w","CS02_w","Shape_Length","Shape_Area","wtdinc","mode_collapse","mode_collapse_f","midinc_c","totrid100","totjobs","cd01_1000","hiwagejobs","lowagejobs","hiwageshare","lowageshare","resdens","jobdens","lwjobdens","midinc_r","pct_midinc_c","midinc_prop_r","hdwy","trips"
"05192014download:16",16,"B_156","Local","Chandler Blvd",29169,15792,1446,1800,8938,1193,13377,14415,14754,0.541,0.05,0.062,0.306,0.041,0.459,11064,0.003,849.228,0.167,0.077,0.021,1358.523,0.129,0.123,0.026,1808.795,0.112,0.163,0.03,6715.49,0.058,0.607,0.058,2861.051,0.09,0.259,0.038,1177,459,256,21,36,347,57,718,0.389977492,0.217530896,0.018023527,0.030679067,0.29510341,0.048685608,0.610022508,348.71,426.75,523.3,158.87,12.94,0.296182104,0.362466556,0.444472757,0.134938633,0.010990784,0.151,-0.168,0.044,0.011,-0.008,-0.219,-0.281,0.472,16,43.9565217391304,16,455,16,16,2848,4529,5876,60,28,97,630,1332,606,1542,420,242,857,243,814,161,1122,1165,1517,261,1202,403,551,11180,737,341,745,27,223,9881,3372,1330,2333,3263,3006,6950,6303,5905,7689,6650,17,7,195,649,1162,1072,3911,156,476,3386,145,1159,96,1143,237,1461,268,3596,805,303,17541,1061,410,835,41,356,15530,4714,1709,3269,4362,3641,9521,10723,67972.4198219575,22518193.0031193,66884.8226413005,1,1,2539.715,1.177,20.244,1.709,5.117,9.723,0.252766251728907,0.480290456431535,12953.5260648842,8.99006416598158,4.31784202162808,591.38,0.229547631959508,0.502446898895497,29.9375,29.375
"05192014download:17",17,"B_16","Local","16th Street",46594,18923,4157,1010,20395,2109,27670,23392,23202,0.406,0.089,0.022,0.438,0.045,0.594,17470,0.002,3006.051,0.077,0.172,0.022,3987.408,0.067,0.228,0.025,4937.486,0.06,0.283,0.028,7758.425,0.048,0.444,0.035,2705.83,0.083,0.155,0.021,5203,1812,1302,47,410,1599,33,3391,0.348183826,0.250333944,0.009017926,0.078816522,0.307228371,0.00641941,0.651816174,2013.733907,2542.236566,3446.045679,614.7102347,81.03551714,0.387033232,0.488609757,0.662318985,0.118145346,0.015574768,0.058,-0.161,0.013,0.13,0.039,-0.215,-0.38,0.326,17,51.6666666666667,17,725,17,17,4346,7620,6466,67,26,114,821,957,771,1960,589,373,1297,409,1195,225,1918,1549,2516,338,1903,607,797,15123,1781,570,623,45,290,13172,5260,2099,3430,4588,3820,9347,9085,9378,13754,13232,47,2,1,1224,859,1138,2965,189,327,2275,1054,3302,126,3724,6178,7779,289,3297,1387,201,31210,2095,1398,1052,57,552,28779,7585,3394,6842,9548,8870,15294,21070,72424.326817469,26399631.5019607,46848.3737705771,1,1,4774.089,5.203,36.364,3.394,6.03,11.662,0.165823341766582,0.32070179298207,17649.4887803792,13.7744346913703,4.41748590283689,2046.0531993,0.27327355466514,0.393244897040169,25.925,37.5
"05192014download:18",18,"B_17","Local","McDowell",70075,15878,4908,1005,45825,2459,54197,35262,34813,0.227,0.07,0.014,0.654,0.035,0.773,23436,0.002,4841.879,0.066,0.207,0.022,6618.46,0.056,0.282,0.026,8568.96,0.049,0.366,0.029,7671.91,0.051,0.327,0.028,2136.403,0.099,0.091,0.015,7783,1963,1600,0,314,3794,112,5820,0.252231475,0.205579618,0,0.040370193,0.487423182,0.014395533,0.747768525,3154.206765,3956.128913,4784.960732,1084.438222,63.28481529,0.405268761,0.508303856,0.614796445,0.139334218,0.00813116,-0.026,-0.136,0.014,0.167,0.021,-0.199,-0.249,0.188,18,50.6116504854369,18,905,18,18,6304,11780,6197,163,43,117,1257,1794,1149,2681,1019,352,1265,516,1171,250,2774,1780,2904,488,2689,783,1086,20012,2305,784,680,78,422,12935,11346,3802,4240,5158,3499,12815,11466,9594,15843,17401,19,11,0,1192,4489,2417,6260,702,263,580,572,1932,2422,3491,2934,9659,553,3789,1415,138,37120,2328,919,1745,79,647,30917,11921,4732,7722,10967,9205,20362,22476,101633.268546316,35560810.252888,36782.8182284739,1,1,7195.13,7.783,42.838,4.732,5.197,15.508,0.121317521826416,0.362015033381577,19705.6814796027,12.046407181209,4.36098049783344,2742.432865,0.307011862092507,0.352361925350122,23.6625,44.625
"05192014download:19",19,"B_170","Local","Bell",41525,26773,1699,1974,9394,1685,14752,20398,21127,0.645,0.041,0.048,0.226,0.041,0.355,17794,0.002,1850.419,0.103,0.104,0.018,2768.843,0.083,0.156,0.021,3964.748,0.07,0.223,0.025,8768.952,0.046,0.493,0.037,3227.792,0.077,0.181,0.023,2610,1528,222,116,111,597,36,1082,0.585509223,0.084880789,0.044454067,0.042484462,0.228868895,0.013802564,0.414490777,706.32,976.23,1264.26,635.84,82.52,0.270655948,0.374083214,0.484453914,0.243648598,0.031620977,0.059,-0.044,0.003,-0.003,0.027,-0.167,-0.262,0.249,19,53.5570469798658,19,465,19,19,4673,7903,7900,63,31,148,854,1065,939,2604,507,381,1506,476,1494,294,1839,1642,2761,427,2163,623,659,17730,978,383,1011,42,332,16995,3481,1762,3578,5118,4742,10249,10227,11081,13539,10489,13,0,4,460,1981,792,11941,188,334,1128,568,1671,247,3244,893,4748,327,5483,1010,77,31022,1548,640,1333,48,518,27572,7537,3119,6248,8073,6698,16852,18257,73402.8945478126,26165385.5742681,53979.1802275224,1,1,5060.3,2.61,35.109,3.119,3.38,22.005,0.0962716112677661,0.62676236862343,15870.2037400271,13.4181091657703,8.40996588318593,997.93,0.284382376081825,0.382348659003831,29.9625,31.75
"05192014download:21",21,"B_186","Local","Union Hills",38019,28849,977,1277,5737,1179,9170,18482,19538,0.759,0.026,0.034,0.151,0.031,0.241,15383,0.002,1176.764,0.12,0.076,0.015,1909.734,0.095,0.124,0.019,2626.472,0.082,0.171,0.023,8527.556,0.042,0.554,0.039,3202.126,0.068,0.208,0.023,2013,1423,344,21,0,225,0,590,0.706719713,0.170856243,0.010634124,0,0.11178992,0,0.293280287,334.270475,489.8607125,802.1111875,593.99,81.8,0.1660285,0.243308474,0.39839988,0.295028356,0.040629168,0.052,-0.145,0.023,0.039,0.031,-0.09,-0.228,0.259,21,39.1811023622047,21,560,21,21,3487,6389,6928,35,19,144,713,863,723,1989,432,331,1262,406,1166,296,1507,1460,2346,332,1553,534,693,14997,611,255,683,27,231,14555,2249,1305,3040,4378,4060,8172,8632,3906,4913,6366,10,2,0,343,2209,279,3225,63,137,1294,179,440,415,1439,721,2368,392,1441,194,34,13390,563,232,744,28,228,12359,2826,1341,2657,3808,3405,7081,8104,65316.7786818508,22719174.4604629,60472.1998994376,1,1,4228.972,2.013,15.185,1.341,2.286,6.691,0.150543299308528,0.440632202831742,16734.3228364933,6.68378159005105,2.94508940527044,929.1492875,0.274912045764805,0.461574410084451,45,24.25
"05192014download:22",22,"B_19","Local","19th Avenue",51792,22331,3472,1587,21998,2406,29462,25896,25897,0.431,0.067,0.031,0.425,0.046,0.569,19410,0.002,3412.489,0.076,0.176,0.022,4754.556,0.064,0.245,0.026,6069.913,0.057,0.313,0.029,7615.95,0.048,0.392,0.031,3113.751,0.073,0.16,0.019,8966,3865,1663,43,403,2900,92,5101,0.431046982,0.185429112,0.004818224,0.044972318,0.323433297,0.010300068,0.568953018,3665.065591,4399.200343,5339.509056,1003.109656,172.668779,0.408773767,0.490653618,0.595528559,0.111879284,0.019258173,0,-0.118,0.026,0.101,0.036,-0.233,-0.283,0.28,22,47.0969387755102,22,742,22,22,4570,8015,5742,90,24,134,945,1081,764,2009,582,298,1109,402,1037,257,2026,1597,2347,361,1792,534,938,15429,1419,544,578,42,315,12685,5642,2244,3373,4497,3531,9399,8928,5864,15687,12139,19,35,113,4765,2021,2054,4289,394,327,4529,203,1864,219,2154,975,2049,50,1482,1260,4888,29569,1653,842,1129,57,440,24468,9222,4009,6933,8875,6724,18900,14790,86772.7484823069,32381641.3928092,44507.744222745,1,1,5724.137,8.966,33.69,4.009,6.939,9.235,0.205966162065895,0.274116948649451,15994.2479047715,10.4040433254509,2.85192460998928,3563.690001,0.294906594538897,0.397467098037029,23.6875,43.5
"05192014download:24",24,"B_27","Local","27th Avenue",63610,26661,4022,3382,26456,3089,36949,32771,30839,0.419,0.063,0.053,0.416,0.049,0.581,22797,0.002,4566.841,0.068,0.2,0.022,6321.463,0.059,0.277,0.027,8205.146,0.052,0.36,0.031,7702.564,0.053,0.338,0.03,1777.005,0.108,0.078,0.014,4709,2547,1043,56,174,787,102,2162,0.540803065,0.221477779,0.011924077,0.037012419,0.167221637,0.021561024,0.459196935,1451.334181,1754.157454,2422.644386,759.9715731,58.34913533,0.308204328,0.37251167,0.514471095,0.16138704,0.012390982,-0.122,-0.158,0.041,0.249,0.027,-0.108,-0.155,0.176,24,45.6972972972973,24,812,24,24,6075,10867,6181,141,30,135,1270,1477,1096,2830,686,417,1430,477,1374,270,2474,1619,2854,371,2513,773,886,19140,1616,725,1167,47,428,16433,6690,2781,4369,5378,4223,12080,11043,8480,14199,11512,14,10,1,2109,2403,1595,6173,694,739,1796,495,1210,2723,2626,3079,3520,69,2819,1968,148,29883,1688,873,1204,63,480,25480,8711,3795,6338,8323,6393,17252,16939,74806.9127393229,29552665.9314223,34697.8331599874,1,1,6889.29,4.709,34.191,3.795,6.468,13.655,0.18917258927788,0.399374104296452,21524.2848640487,11.5695146012685,4.62056453102633,2194.8709729,0.302201605474404,0.466101289636866,29.9875,31.75
"05192014download:25",25,"B_29","Local","Thomas Road",65360,21687,3099,1125,37118,2332,43673,33053,32307,0.332,0.047,0.017,0.568,0.036,0.668,23838,0.002,4225.263,0.068,0.177,0.02,6003.226,0.057,0.252,0.023,7722.848,0.05,0.324,0.026,9092.317,0.045,0.381,0.028,3115.031,0.079,0.131,0.017,10491,3211,2239,85,393,4543,20,7280,0.306090857,0.213456906,0.008095534,0.03744363,0.433013344,0.001899729,0.693909143,3972.278117,4952.269614,5852.756695,1878.799228,308.2829949,0.378636747,0.472049339,0.557883585,0.179086763,0.029385473,0.026,-0.166,0.009,0.135,0.034,-0.201,-0.234,0.202,25,57.9162011173184,25,768,25,25,5859,10590,6583,100,25,133,1231,1538,1019,2557,868,376,1326,465,1160,232,2625,1739,2807,523,2572,770,966,19864,1453,676,648,42,349,14188,8844,3325,4136,5234,4070,12120,10912,13881,24366,25690,36,20,12,1845,1080,1752,4013,380,2127,2671,2350,4743,283,7034,3821,21381,279,7845,1057,1208,54610,4219,1508,2499,115,986,47136,16801,7059,11441,16478,14488,27825,36112,72510.2958670938,27592456.3841539,38052.5475222987,1,1,7022.835,10.491,63.937,7.059,9.824,20.228,0.153651250449661,0.316373930587923,23687.6337104716,23.1719130438559,7.33098920892623,3659.931158,0.294606720362447,0.348863898389095,22.6875,47.5
"05192014download:26",26,"B_3","Local","Van Buren",41008,8008,3283,654,27769,1294,33000,21116,19892,0.195,0.08,0.016,0.677,0.032,0.805,12679,0.002,3659.066,0.066,0.289,0.031,4863.95,0.059,0.384,0.037,5846.455,0.054,0.461,0.041,3279.599,0.074,0.259,0.032,848.313,0.15,0.067,0.017,5501,1652,1403,99,209,2139,0,3849,0.30037248,0.2550023,0.017918658,0.037953306,0.388753256,0,0.69962752,2391.067233,2776.638837,3369.922651,700.6801707,144.9570364,0.434660468,0.504751652,0.612601827,0.127373236,0.026351034,-0.105,-0.175,-0.002,0.288,0.032,-0.146,-0.151,0.131,26,47.4626865671642,26,680,26,26,3417,6024,2770,133,19,54,700,1045,570,1373,513,179,611,282,525,140,1415,848,1320,202,1347,442,493,10025,1078,433,405,38,232,5721,6490,2133,2145,2423,1503,6700,5511,12110,29667,49867,19,1275,9968,3032,6811,4527,5750,1284,2866,7239,1569,5020,1193,2795,1922,6301,2416,5013,5520,17124,79621,5116,2239,3184,147,1337,68760,22884,7925,16783,25656,24675,51828,39816,88485.9272989562,33093730.2640014,25185.2603643648,1,1,3552.946,5.501,91.644,7.925,16.318,21.494,0.178058574483872,0.234537994849636,12391.4710348043,27.6922544750684,6.49488583744839,2023.6809923,0.280222888240397,0.367875112215961,23.0125,46.25
"05192014download:27",27,"B_30","Local","University",59721,33341,3386,2122,17918,2954,26380,30480,29241,0.558,0.057,0.036,0.3,0.049,0.442,24172,0.002,4529.712,0.066,0.187,0.02,6578.204,0.055,0.272,0.025,8486.925,0.049,0.351,0.028,8315.338,0.047,0.344,0.026,1989.561,0.095,0.082,0.013,3160,1543,390,163,127,920,16,1617,0.488356047,0.123491097,0.05168092,0.04024269,0.291231746,0.0049975,0.511643953,973.5936529,1284.783653,1689.700479,592.3404793,99.17,0.308138122,0.406628392,0.534782792,0.187473164,0.03138687,0.07,-0.067,-0.016,0.009,0.044,-0.121,-0.184,0.157,27,52.0380434782609,27,1099,27,27,5447,8441,5840,82,39,134,976,1285,736,2432,627,316,1114,508,1043,249,1939,1940,2362,536,2129,631,650,16852,1250,555,719,49,303,14987,4741,1983,3533,4546,3547,10195,9533,12208,21470,22504,10,20,5,2391,5819,5403,3737,2148,501,2758,874,2761,235,5267,14017,3235,323,4670,1377,631,48244,2704,1263,3017,103,851,43730,12452,5275,10188,13988,14067,30113,26069,88890.0352641326,32160089.2250573,40886.1644043215,1,1,7369.737,3.16,56.182,5.275,6.255,15.374,0.11133459115019,0.273646363604001,18569.9111660016,17.4694788956699,4.78045937385692,1282.8758677,0.304887348998842,0.40597337585443,37.375,33.75
"05192014download:28",28,"B_35","Local","35th Avenue",61409,25207,3357,1843,28659,2343,36202,31690,29719,0.41,0.055,0.03,0.467,0.038,0.59,20404,0.002,3065.932,0.081,0.15,0.02,4375.513,0.068,0.214,0.024,5907.962,0.059,0.29,0.028,7919.726,0.05,0.388,0.032,2070.161,0.098,0.101,0.016,6587,2356,1298,0,233,2462,238,4231,0.357698596,0.19709554,0,0.035372113,0.373739015,0.036094737,0.642301404,2615.35202,3165.926377,3882.763718,962.1786379,213.7216007,0.397039017,0.480622221,0.589445963,0.146069232,0.032445275,0.053,-0.142,0.03,0.093,0.002,-0.247,-0.3,0.242,28,48.6363636363636,28,729,28,28,6028,10981,6539,146,33,151,1437,1648,1085,2868,780,366,1354,465,1244,259,2438,1796,2853,410,2492,701,1022,20250,1493,635,772,54,344,15551,7997,3177,4382,5512,4059,12294,11254,6327,9222,4701,13,3,3,1743,1096,1580,4484,273,165,670,355,976,117,2741,406,2045,87,1928,1447,118,17542,1079,527,756,39,307,13928,6322,2532,3720,4458,2910,10786,9464,91400.7161760581,32928143.9442661,41518.2095263038,1,1,6576.312,6.587,20.25,2.532,1.928,10.687,0.0952098765432099,0.527753086419753,18649.3961226422,6.14975445754701,3.24555189569407,2458.8949851,0.322305038227798,0.373295124502809,27.2,35.25
"05192014download:29",29,"B_39","Local","40th Street",14143,10923,269,308,2257,387,3220,6829,7314,0.772,0.019,0.022,0.16,0.027,0.228,6113,0.003,431.935,0.219,0.071,0.025,666.714,0.17,0.109,0.03,1014.632,0.147,0.166,0.04,3683.142,0.066,0.603,0.065,1605.415,0.105,0.263,0.045,636,384,59,4,39,149,0,251,0.604683716,0.092856469,0.006951653,0.060724733,0.234783429,0,0.395316284,137.43,218.68,328.66,142.53,24.85,0.216146079,0.343933818,0.516907301,0.224167217,0.039083388,0.168,-0.074,0.015,-0.075,0.027,-0.145,-0.351,0.378,29,39.1875,29,232,29,29,1254,2131,2673,11,2,39,228,260,258,671,156,136,533,176,443,89,544,481,840,172,604,193,222,5486,190,63,225,6,88,5269,789,470,1138,1575,1575,2998,3060,997,1619,1339,0,0,0,91,1,65,189,11,55,70,13,229,23,537,79,2263,55,210,51,13,3477,165,73,169,4,67,3175,780,348,654,1048,992,1344,2611,23274.8461064599,8299094.0778534,65381.790885577,1,1,1415.226,0.636,3.955,0.348,0.377,1.042,0.0953223767383059,0.26346396965866,17041.6190819446,4.76558039094187,1.25555872752501,274.79,0.23151087845575,0.432059748427673,45,24
"05192014download:30",30,"B_40","Local","Apache/Main St",33023,17616,1177,406,12210,1614,15408,15914,17109,0.533,0.036,0.012,0.37,0.049,0.467,15492,0.002,2562.241,0.088,0.165,0.024,4000.302,0.071,0.258,0.03,5681.224,0.061,0.367,0.037,4352.308,0.068,0.281,0.032,935.167,0.153,0.06,0.015,2084,1119,280,199,75,391,20,965,0.537038192,0.13425115,0.095271914,0.036061672,0.187731834,0.009645238,0.462961808,550.4137827,687.3285304,889.7413706,458.7723135,94.62019258,0.264119474,0.329818867,0.426947926,0.220144746,0.045404087,-0.004,-0.099,-0.083,0.182,0.039,-0.099,-0.06,0.061,30,55.4285714285714,30,780,30,30,2982,4679,2336,34,10,42,565,649,379,1264,304,164,491,295,492,102,1118,776,1282,247,1140,300,343,8720,529,308,245,23,172,7209,2788,1160,1909,2313,1669,5156,4841,8676,8955,10662,14,11,0,527,410,273,2651,42,151,723,359,589,18,1455,11948,2751,652,2274,726,2719,25734,1000,435,680,62,382,22774,5519,2383,5480,7692,6816,12171,16122,49550.7095213605,17821914.6829554,35324.8582712103,1,1,5458.468,2.084,28.293,2.383,1.481,7.758,0.0523451030290178,0.27420209945923,18529.4344560984,15.8753986332675,4.35306763499414,937.8991561,0.352341079266718,0.450047579702495,30.1375,32.75
"05192014download:31",31,"B_41","Local","Indian School",71820,24084,3673,1729,39422,2912,47736,36182,35639,0.335,0.051,0.024,0.549,0.041,0.665,25749,0.002,4819.86,0.068,0.187,0.021,6794.83,0.057,0.264,0.025,8548.972,0.05,0.332,0.027,9369.236,0.043,0.364,0.025,3172.634,0.073,0.123,0.015,9387,3596,1393,91,355,3831,120,5791,0.383073966,0.148430376,0.00973052,0.037787527,0.408164091,0.01281352,0.616926034,3591.425666,4517.957457,5366.119931,1648.767666,235.1070473,0.382595682,0.481299399,0.571654408,0.175643727,0.025046026,-0.048,-0.097,0.014,0.141,0.028,-0.195,-0.24,0.188,31,59.5268817204301,31,872,31,31,6452,11434,7636,132,44,146,1305,1637,1157,2941,1008,436,1476,571,1435,309,2787,1938,3132,503,2635,782,1148,21793,1659,747,840,50,433,16156,9366,3486,4551,6037,4496,13241,12281,13819,17517,14281,58,5,0,1414,1122,1132,6446,194,665,2703,652,2633,492,9286,6053,4040,684,5797,1287,954,40331,2070,914,1522,79,701,34128,11489,4800,8242,10950,9781,21469,24148,85166.3272392769,30648759.7442948,39470.9551620789,1,1,7830.792,9.387,45.617,4.8,6.493,23.5,0.142337286537913,0.515158822368854,23433.24839217,14.8837996645171,7.66752070754657,3220.274877,0.304120237679133,0.343056874081176,23.3875,45.125
"05192014download:32",32,"B_43","Local","43rd Avenue",44408,17569,2513,965,21885,1476,26840,22046,22362,0.396,0.057,0.022,0.493,0.033,0.604,15573,0.002,2776.043,0.078,0.178,0.023,3947.773,0.066,0.253,0.028,5199.021,0.058,0.334,0.032,5927.876,0.055,0.381,0.034,1756.268,0.098,0.113,0.018,2747,1552,474,22,132,566,0,1195,0.565140627,0.172462122,0.008118006,0.048176543,0.206102702,0,0.434859373,901.12,1134.08,1341.19,460.73,123.5,0.328040248,0.412846107,0.488241633,0.167722371,0.044958463,-0.17,-0.116,0.014,0.287,0.033,-0.15,-0.154,0.213,32,47.9112903225806,32,541,32,32,4295,7671,4562,115,16,99,929,1204,776,1877,590,257,885,312,836,197,1742,1449,2170,265,1577,474,758,14083,1265,409,514,46,211,10772,5756,2198,3123,4053,2819,8342,8186,2986,5272,3640,3,4,301,542,761,2021,2748,470,57,556,150,178,142,891,550,1033,122,1136,165,68,10315,666,251,476,28,162,8235,3663,1547,2470,2892,1820,6438,5460,53238.674803752,19674234.4030911,38406.4538482429,1,1,4446.103,2.747,11.898,1.547,0.933,5.062,0.078416540595058,0.42544965540427,22571.653407272,6.04750342820489,2.57290824958591,1152.19,0.285500738457587,0.419435748088824,44.9375,25
"05192014download:33",33,"B_44","Local","44th Street/Tatum",25373,17767,1014,1438,4249,905,7606,12472,12902,0.7,0.04,0.057,0.167,0.036,0.3,11316,0.003,1328.431,0.147,0.117,0.028,1802.879,0.122,0.159,0.032,2290.503,0.106,0.202,0.035,6486.785,0.05,0.573,0.047,3365.297,0.069,0.297,0.034,2459,1270,370,19,92,709,0,1189,0.51653526,0.150283212,0.007640417,0.03727092,0.288270192,0,0.48346474,501.82,621.26,1008.75,786.96,129.77,0.204050763,0.252617625,0.410179361,0.319994795,0.052767262,0.184,-0.11,0.049,-0.121,0.036,-0.087,-0.208,0.253,33,49.8981481481481,33,382,33,33,2240,3512,4983,23,18,65,413,511,539,1120,324,200,904,270,864,144,1065,851,1453,213,1003,338,417,9310,465,224,561,12,163,9291,1444,813,1823,2806,2808,5442,5293,11150,13281,10674,5,2,4,837,130,973,8441,187,619,2554,2074,2694,337,3744,609,2702,690,6909,1154,440,30986,1725,677,1136,53,528,27207,7898,2989,5992,7823,7022,16084,19021,64253.9627018619,20865891.1335134,69377.9003758679,1,1,2538.712,2.459,35.105,2.989,6.204,20.938,0.176726961971229,0.596439253667569,12160.036605984,16.8241077150147,10.0345582491662,1050.78,0.224347119123365,0.427320048800325,37.425,26.25
"05192014download:34",34,"B_45","Local","Broadway",62483,27027,4339,1131,26928,3057,35456,31403,31080,0.433,0.069,0.018,0.431,0.049,0.567,24484,0.002,4594.619,0.064,0.188,0.02,6667.6,0.053,0.272,0.024,8804.021,0.046,0.36,0.027,7896.928,0.049,0.323,0.026,1992.494,0.097,0.081,0.013,4825,1547,1385,18,204,1641,31,3278,0.320625163,0.287035387,0.003670482,0.042319346,0.3400097,0.006339923,0.679374837,1851.940623,2211.290104,2835.265935,424.5693588,68.38157518,0.383821891,0.458298467,0.587619883,0.087993649,0.014172347,0.112,-0.218,0.014,0.091,0.043,-0.196,-0.228,0.235,34,47.4809523809524,34,1041,34,34,5124,8446,4944,70,25,98,1009,1307,776,2213,636,309,967,412,902,256,2021,1710,2255,374,2002,548,624,15454,1589,591,545,67,268,12697,5817,2300,3413,4157,3174,9829,8685,8451,16491,13245,17,18,5,3659,3062,3518,3740,896,605,966,1590,1899,409,6725,429,5826,60,2732,1877,154,33183,2146,907,1294,88,569,28376,9811,4635,7625,9510,6904,22118,16069,91894.6324877736,33473502.6806864,36438.0052595613,1,1,7783.051,4.825,38.187,4.635,3.879,15.134,0.101579071411737,0.396312881347055,18666.4062605111,11.4081279047123,4.52118804069227,2189.1405372,0.317883148178402,0.453707883357513,26.1625,43.625
"05192014download:35",35,"B_48","Local","48th Street",10552,4464,738,324,4419,607,6088,5653,4899,0.423,0.07,0.031,0.419,0.058,0.577,3859,0.005,697.439,0.173,0.181,0.051,958.024,0.153,0.248,0.062,1221.932,0.133,0.317,0.069,1290.874,0.121,0.334,0.067,275.52,0.26,0.071,0.03,1296,519,351,0,16,409,0,776,0.400899823,0.27115858,0,0.012339772,0.315601824,0,0.599100177,380.86,486.5,618.73,222.67,93.84,0.293916546,0.375440844,0.477485125,0.171838464,0.072418024,0.022,-0.201,0.031,0.103,0.058,-0.113,-0.161,0.163,35,54.9830508474576,35,252,35,35,986,1824,1083,14,7,25,176,290,172,469,159,62,251,83,211,49,470,373,348,68,416,108,142,3260,281,137,114,16,85,2527,1366,490,647,861,613,2089,1804,12325,15638,17711,36,14,5,1674,4960,2258,3427,1158,619,6576,826,2013,732,2167,11855,510,202,4973,614,1055,38944,2945,960,1952,108,765,35829,9845,3643,7736,11201,11539,23727,21947,28951.1483482932,9702019.18143849,50356.6832785403,1,1,1346.194,1.296,45.674,3.643,9.94,11.383,0.217629285808118,0.249222752550685,10876.0865162869,47.0767982889393,11.7326092508428,586.83,0.348845296708992,0.452800925925926,29.9625,38.125
"05192014download:36",36,"B_50","Local","Camelback",61971,26627,3633,2073,27083,2555,35344,31194,30777,0.43,0.059,0.033,0.437,0.041,0.57,24716,0.002,4017.909,0.07,0.163,0.019,5528.896,0.059,0.224,0.022,7028.747,0.052,0.284,0.024,10170.581,0.041,0.412,0.028,3574.775,0.067,0.145,0.016,6177,2393,1112,178,477,1734,282,3784,0.387468755,0.179979408,0.028892479,0.077240879,0.280794685,0.045623794,0.612531245,2215.876038,2570.219197,3322.113112,1196.214099,181.8395031,0.358726545,0.416090899,0.537814453,0.193654223,0.029437864,0.042,-0.121,0.005,0.156,-0.004,-0.196,-0.253,0.218,36,51.7823834196891,36,857,36,36,5804,9940,7789,133,26,135,1166,1352,1135,2662,829,405,1418,559,1340,306,2511,1881,3015,495,2371,740,1054,19913,1627,682,853,41,417,16304,7229,2973,4330,5540,4523,12319,11214,23579,31241,36055,52,2,27,1294,623,3399,11327,187,1315,14984,3579,6348,1099,24642,4657,3406,810,10890,1831,403,79036,4761,1804,3641,184,1449,70915,19960,8323,14695,20635,21777,46379,44496,85144.2244169807,31879778.6966029,46748.9814143209,1,1,7516.672,6.177,90.875,8.323,23.746,49.5,0.261303988995873,0.544704264099037,19438.9680649206,28.5055303754927,15.5270839459355,2410.566704,0.304121702540864,0.390248778371378,23.875,42.75
